QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
254,Factor Combinations,factor-combinations,Medium,49.94895451279918,True,backtracking,algorithms
255,Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,Medium,50.39862098685628,True,"array,stack,tree,binary-search-tree,recursion,monotonic-stack,binary-tree",algorithms
256,Paint House,paint-house,Medium,63.10311084683041,True,"array,dynamic-programming",algorithms
257,Binary Tree Paths,binary-tree-paths,Easy,65.1433526106126,False,"string,backtracking,tree,depth-first-search,binary-tree",algorithms
258,Add Digits,add-digits,Easy,67.26569304840838,False,"math,simulation,number-theory",algorithms
259,3Sum Smaller,3sum-smaller,Medium,50.88915846120094,True,"array,two-pointers,binary-search,sorting",algorithms
260,Single Number III,single-number-iii,Medium,70.78766618603589,False,"array,bit-manipulation",algorithms
261,Graph Valid Tree,graph-valid-tree,Medium,48.70740572719035,True,"depth-first-search,breadth-first-search,union-find,graph",algorithms
262,Trips and Users,trips-and-users,Hard,36.68782797487894,False,database,database
263,Ugly Number,ugly-number,Easy,42.17293120106154,False,math,algorithms
264,Ugly Number II,ugly-number-ii,Medium,49.117616969934744,False,"hash-table,math,dynamic-programming,heap-priority-queue",algorithms
265,Paint House II,paint-house-ii,Hard,55.71988928698782,True,"array,dynamic-programming",algorithms
266,Palindrome Permutation,palindrome-permutation,Easy,67.91581449601549,True,"hash-table,string,bit-manipulation",algorithms
267,Palindrome Permutation II,palindrome-permutation-ii,Medium,41.923533158420646,True,"hash-table,string,backtracking",algorithms
268,Missing Number,missing-number,Easy,68.5416185315559,False,"array,hash-table,math,binary-search,bit-manipulation,sorting",algorithms
269,Alien Dictionary,alien-dictionary,Hard,36.166413799738216,True,"array,string,depth-first-search,breadth-first-search,graph,topological-sort",algorithms
270,Closest Binary Search Tree Value,closest-binary-search-tree-value,Easy,50.67503430038656,True,"binary-search,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
271,Encode and Decode Strings,encode-and-decode-strings,Medium,48.17411991396686,True,"array,string,design",algorithms
272,Closest Binary Search Tree Value II,closest-binary-search-tree-value-ii,Hard,59.683306572545845,True,"two-pointers,stack,tree,depth-first-search,binary-search-tree,heap-priority-queue,binary-tree",algorithms
273,Integer to English Words,integer-to-english-words,Hard,34.10275036733253,False,"math,string,recursion",algorithms
274,H-Index,h-index,Medium,39.5498717441148,False,"array,sorting,counting-sort",algorithms
275,H-Index II,h-index-ii,Medium,38.5286936878231,False,"array,binary-search",algorithms
276,Paint Fence,paint-fence,Medium,47.246426561396085,True,dynamic-programming,algorithms
277,Find the Celebrity,find-the-celebrity,Medium,47.72385710514023,True,"two-pointers,graph,interactive",algorithms
278,First Bad Version,first-bad-version,Easy,45.15713140199749,False,"binary-search,interactive",algorithms
279,Perfect Squares,perfect-squares,Medium,55.20367282967356,False,"math,dynamic-programming,breadth-first-search",algorithms
280,Wiggle Sort,wiggle-sort,Medium,67.9367574314641,True,"array,greedy,sorting",algorithms
281,Zigzag Iterator,zigzag-iterator,Medium,64.69332911792603,True,"array,design,queue,iterator",algorithms
282,Expression Add Operators,expression-add-operators,Hard,40.559835821802906,False,"math,string,backtracking",algorithms
283,Move Zeroes,move-zeroes,Easy,62.279750150058824,False,"array,two-pointers",algorithms
284,Peeking Iterator,peeking-iterator,Medium,60.07886953664148,False,"array,design,iterator",algorithms
285,Inorder Successor in BST,inorder-successor-in-bst,Medium,50.272192043527376,True,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
286,Walls and Gates,walls-and-gates,Medium,62.124111707326655,True,"array,breadth-first-search,matrix",algorithms
287,Find the Duplicate Number,find-the-duplicate-number,Medium,61.85961095498088,False,"array,two-pointers,binary-search,bit-manipulation",algorithms
288,Unique Word Abbreviation,unique-word-abbreviation,Medium,26.66659598454889,True,"array,hash-table,string,design",algorithms
289,Game of Life,game-of-life,Medium,70.37924529577617,False,"array,matrix,simulation",algorithms
290,Word Pattern,word-pattern,Easy,42.56995535819249,False,"hash-table,string",algorithms
291,Word Pattern II,word-pattern-ii,Medium,48.4380848361385,True,"hash-table,string,backtracking",algorithms
292,Nim Game,nim-game,Easy,57.51173904703125,False,"math,brainteaser,game-theory",algorithms
293,Flip Game,flip-game,Easy,64.76210121012102,True,string,algorithms
294,Flip Game II,flip-game-ii,Medium,52.156913572246346,True,"math,dynamic-programming,backtracking,memoization,game-theory",algorithms
295,Find Median from Data Stream,find-median-from-data-stream,Hard,52.55531841871933,False,"two-pointers,design,sorting,heap-priority-queue,data-stream",algorithms
296,Best Meeting Point,best-meeting-point,Hard,61.04287257318526,True,"array,math,sorting,matrix",algorithms
297,Serialize and Deserialize Binary Tree,serialize-and-deserialize-binary-tree,Hard,57.841617979717405,False,"string,tree,depth-first-search,breadth-first-search,design,binary-tree",algorithms
298,Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,Medium,53.84615384615385,True,"tree,depth-first-search,binary-tree",algorithms
299,Bulls and Cows,bulls-and-cows,Medium,50.78572789868836,False,"hash-table,string,counting",algorithms
300,Longest Increasing Subsequence,longest-increasing-subsequence,Medium,56.67401687965846,False,"array,binary-search,dynamic-programming",algorithms
301,Remove Invalid Parentheses,remove-invalid-parentheses,Hard,48.694320565996954,False,"string,backtracking,breadth-first-search",algorithms
302,Smallest Rectangle Enclosing Black Pixels,smallest-rectangle-enclosing-black-pixels,Hard,59.22351469088887,True,"array,binary-search,depth-first-search,breadth-first-search,matrix",algorithms
303,Range Sum Query - Immutable,range-sum-query-immutable,Easy,65.88024931692514,False,"array,design,prefix-sum",algorithms
304,Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,Medium,55.50452576940928,False,"array,design,matrix,prefix-sum",algorithms
305,Number of Islands II,number-of-islands-ii,Hard,39.930150425114455,True,"array,hash-table,union-find",algorithms
306,Additive Number,additive-number,Medium,32.079439944442065,False,"string,backtracking",algorithms
307,Range Sum Query - Mutable,range-sum-query-mutable,Medium,41.35583787158514,False,"array,design,binary-indexed-tree,segment-tree",algorithms
308,Range Sum Query 2D - Mutable,range-sum-query-2d-mutable,Medium,44.46581304721899,True,"array,design,binary-indexed-tree,segment-tree,matrix",algorithms
309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,Medium,59.37796722335717,False,"array,dynamic-programming",algorithms
310,Minimum Height Trees,minimum-height-trees,Medium,41.87498366329129,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
311,Sparse Matrix Multiplication,sparse-matrix-multiplication,Medium,68.40291775634599,True,"array,hash-table,matrix",algorithms
312,Burst Balloons,burst-balloons,Hard,60.16470676213801,False,"array,dynamic-programming",algorithms
313,Super Ugly Number,super-ugly-number,Medium,45.33288513765376,False,"array,math,dynamic-programming",algorithms
314,Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,Medium,55.81375073928072,True,"hash-table,tree,depth-first-search,breadth-first-search,sorting,binary-tree",algorithms
315,Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,Hard,42.63592092287867,False,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
316,Remove Duplicate Letters,remove-duplicate-letters,Medium,50.37135436118562,False,"string,stack,greedy,monotonic-stack",algorithms
317,Shortest Distance from All Buildings,shortest-distance-from-all-buildings,Hard,43.59956542417771,True,"array,breadth-first-search,matrix",algorithms
318,Maximum Product of Word Lengths,maximum-product-of-word-lengths,Medium,60.28087883772806,False,"array,string,bit-manipulation",algorithms
319,Bulb Switcher,bulb-switcher,Medium,53.419736895111654,False,"math,brainteaser",algorithms
320,Generalized Abbreviation,generalized-abbreviation,Medium,59.82101148181841,True,"string,backtracking,bit-manipulation",algorithms
321,Create Maximum Number,create-maximum-number,Hard,31.13450226030377,False,"array,two-pointers,stack,greedy,monotonic-stack",algorithms
322,Coin Change,coin-change,Medium,45.20874218761154,False,"array,dynamic-programming,breadth-first-search",algorithms
323,Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,Medium,63.42485172862723,True,"depth-first-search,breadth-first-search,union-find,graph",algorithms
324,Wiggle Sort II,wiggle-sort-ii,Medium,34.9391090827918,False,"array,divide-and-conquer,greedy,sorting,quickselect",algorithms
325,Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,Medium,49.84629211647074,True,"array,hash-table,prefix-sum",algorithms
326,Power of Three,power-of-three,Easy,47.251819299613125,False,"math,recursion",algorithms
327,Count of Range Sum,count-of-range-sum,Hard,36.2456637385481,False,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
328,Odd Even Linked List,odd-even-linked-list,Medium,61.70697704280512,False,linked-list,algorithms
329,Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,Hard,54.435478141597706,False,"array,dynamic-programming,depth-first-search,breadth-first-search,graph,topological-sort,memoization,matrix",algorithms
330,Patching Array,patching-array,Hard,53.228153355677264,False,"array,greedy",algorithms
331,Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,Medium,45.62536172899495,False,"string,stack,tree,binary-tree",algorithms
332,Reconstruct Itinerary,reconstruct-itinerary,Hard,43.31952202503005,False,"depth-first-search,graph,eulerian-circuit",algorithms
333,Largest BST Subtree,largest-bst-subtree,Medium,44.79711576527926,True,"dynamic-programming,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
334,Increasing Triplet Subsequence,increasing-triplet-subsequence,Medium,39.29546038361366,False,"array,greedy",algorithms
335,Self Crossing,self-crossing,Hard,31.157991863440003,False,"array,math,geometry",algorithms
336,Palindrome Pairs,palindrome-pairs,Hard,35.75852447874344,False,"array,hash-table,string,trie",algorithms
337,House Robber III,house-robber-iii,Medium,54.53691278755834,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
338,Counting Bits,counting-bits,Easy,79.05229066640815,False,"dynamic-programming,bit-manipulation",algorithms
339,Nested List Weight Sum,nested-list-weight-sum,Medium,84.71573218775978,True,"depth-first-search,breadth-first-search",algorithms
340,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,Medium,49.149861928268024,True,"hash-table,string,sliding-window",algorithms
341,Flatten Nested List Iterator,flatten-nested-list-iterator,Medium,64.92366181053374,False,"stack,tree,depth-first-search,design,queue,iterator",algorithms
342,Power of Four,power-of-four,Easy,48.67219413227039,False,"math,bit-manipulation,recursion",algorithms
343,Integer Break,integer-break,Medium,60.73175053153792,False,"math,dynamic-programming",algorithms
344,Reverse String,reverse-string,Easy,79.21175989748849,False,"two-pointers,string",algorithms
345,Reverse Vowels of a String,reverse-vowels-of-a-string,Easy,55.40745252414533,False,"two-pointers,string",algorithms
346,Moving Average from Data Stream,moving-average-from-data-stream,Easy,79.16451798196756,True,"array,design,queue,data-stream",algorithms
347,Top K Frequent Elements,top-k-frequent-elements,Medium,63.602058629797334,False,"array,hash-table,divide-and-conquer,sorting,heap-priority-queue,bucket-sort,counting,quickselect",algorithms
348,Design Tic-Tac-Toe,design-tic-tac-toe,Medium,58.283688131045686,True,"array,hash-table,design,matrix,simulation",algorithms
349,Intersection of Two Arrays,intersection-of-two-arrays,Easy,75.5263041286792,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,Easy,58.74699198156556,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
351,Android Unlock Patterns,android-unlock-patterns,Medium,53.02973737977098,True,"dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
352,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,Hard,60.18576767938423,False,"binary-search,design,ordered-set",algorithms
353,Design Snake Game,design-snake-game,Medium,38.94670961642828,True,"array,hash-table,design,queue,simulation",algorithms
354,Russian Doll Envelopes,russian-doll-envelopes,Hard,37.083406499704964,False,"array,binary-search,dynamic-programming,sorting",algorithms
355,Design Twitter,design-twitter,Medium,41.02359501207468,False,"hash-table,linked-list,design,heap-priority-queue",algorithms
356,Line Reflection,line-reflection,Medium,35.78410288846722,True,"array,hash-table,math",algorithms
357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,Medium,53.50899408241811,False,"math,dynamic-programming,backtracking",algorithms
358,Rearrange String k Distance Apart,rearrange-string-k-distance-apart,Hard,39.129604996819154,True,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
359,Logger Rate Limiter,logger-rate-limiter,Easy,76.20840117515776,True,"hash-table,design,data-stream",algorithms
360,Sort Transformed Array,sort-transformed-array,Medium,56.31247193440551,True,"array,math,two-pointers,sorting",algorithms
